 INFO  Accepting connections at http://localhost:3000
 HTTP  4/16/2024 12:28:28 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:28:28 PM 175.213.96.31 GET /logo192.png
 HTTP  4/16/2024 12:28:28 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:28:29 PM 175.213.96.31 GET /static/media/banner_noimg.7924becba60105c97fd7.png
 HTTP  4/16/2024 12:28:29 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:28:29 PM 175.213.96.31 GET /asserts/products/banner_cate_200.png
 HTTP  4/16/2024 12:28:29 PM 175.213.96.31 Returned 200 in 5 ms
 HTTP  4/16/2024 12:28:30 PM 175.213.96.31 GET /asserts/products/banner_cate_100.png
 HTTP  4/16/2024 12:28:30 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:29:02 PM 71.6.232.22 GET /
 HTTP  4/16/2024 12:29:02 PM 71.6.232.22 Returned 200 in 0 ms
 HTTP  4/16/2024 12:29:55 PM 175.213.96.31 POST /api/login
 HTTP  4/16/2024 12:29:55 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:31 PM 175.213.96.31 POST /api/login
 HTTP  4/16/2024 12:33:31 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:32 PM 175.213.96.31 POST /api/login
 HTTP  4/16/2024 12:33:32 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:34 PM 175.213.96.31 GET /products/100
 HTTP  4/16/2024 12:33:34 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:34 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:33:34 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:35 PM 175.213.96.31 GET /products/100
 HTTP  4/16/2024 12:33:35 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:35 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:33:35 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 GET /products/100
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 Returned 304 in 11 ms
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 GET /products/100
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:33:36 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 GET /
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 Returned 200 in 2 ms
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 GET /static/css/main.e1892731.css
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 GET /static/js/main.bc3733dc.js
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 Returned 200 in 15 ms
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 GET /static/css/main.e1892731.css.map
 HTTP  4/16/2024 12:33:37 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/js/main.bc3733dc.js.map
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/header_banner.b2bb6345a8b49dc26fd9.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/ded06af0-edad-11ee-b4de-bda933c02a20.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/335c5100-eff8-11ee-b1ae-0718e194d4f1.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/145d7da0-f008-11ee-9b34-efd46fbb721a.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /asserts/banner/main_banner1.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/65ffba00-edac-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 4 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 5 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 6 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 5 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 7 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 200 in 38 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/131f39d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/5e2835d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/2.6c6095252db22878ef0b.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/1.0e32fc29337009cd15a4.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/10.26f8c7d5d111604dddd1.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 3 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/4.5a07e813e8033e359d20.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/3.cad96d43de986899c3d8.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/5.fbbe547d9f9c1a2870d4.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/6.0fa78bc39bc1c9d2c543.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/7.661831b830f306736fc8.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /manifest.json
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 7 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 3 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 3 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 8 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 6 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/8.36cee224107ac3983497.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/bottom_banner.6d18b987b7c32f317a70.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/9.a23c01d2e3c6fe3de1fa.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /logo192.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 9 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /favicon.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 9 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/js/main.bc3733dc.js
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/css/main.e1892731.css
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/js/main.bc3733dc.js.map
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/css/main.e1892731.css.map
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /static/media/header_banner.b2bb6345a8b49dc26fd9.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /asserts/banner/main_banner1.png
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/65ffba00-edac-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/145d7da0-f008-11ee-9b34-efd46fbb721a.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 GET /upload/335c5100-eff8-11ee-b1ae-0718e194d4f1.jpg
 HTTP  4/16/2024 12:33:38 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /upload/ded06af0-edad-11ee-b4de-bda933c02a20.png
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /upload/131f39d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /upload/5e2835d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/1.0e32fc29337009cd15a4.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/10.26f8c7d5d111604dddd1.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/2.6c6095252db22878ef0b.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /manifest.json
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/3.cad96d43de986899c3d8.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/4.5a07e813e8033e359d20.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/5.fbbe547d9f9c1a2870d4.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/6.0fa78bc39bc1c9d2c543.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 8 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 8 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 9 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/7.661831b830f306736fc8.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/9.a23c01d2e3c6fe3de1fa.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/8.36cee224107ac3983497.jpg
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /static/media/bottom_banner.6d18b987b7c32f317a70.png
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /logo192.png
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 GET /favicon.png
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:33:39 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:34:57 PM 175.213.96.31 GET /static/media/banner_noimg.7924becba60105c97fd7.png
 HTTP  4/16/2024 12:34:57 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:34:57 PM 175.213.96.31 GET /asserts/products/banner_cate_500.png
 HTTP  4/16/2024 12:34:57 PM 175.213.96.31 Returned 200 in 2 ms
 HTTP  4/16/2024 12:37:35 PM 175.213.96.31 GET /admin
 HTTP  4/16/2024 12:37:35 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:37:35 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:37:35 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:41 PM 175.213.96.31 GET /
 HTTP  4/16/2024 12:37:41 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:41 PM 175.213.96.31 GET /static/js/main.bc3733dc.js
 HTTP  4/16/2024 12:37:41 PM 175.213.96.31 GET /static/css/main.e1892731.css
 HTTP  4/16/2024 12:37:41 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:41 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/js/main.bc3733dc.js.map
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/css/main.e1892731.css.map
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/header_banner.b2bb6345a8b49dc26fd9.png
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /asserts/banner/main_banner1.png
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /upload/145d7da0-f008-11ee-9b34-efd46fbb721a.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /upload/335c5100-eff8-11ee-b1ae-0718e194d4f1.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /upload/65ffba00-edac-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /upload/ded06af0-edad-11ee-b4de-bda933c02a20.png
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /upload/131f39d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /upload/5e2835d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/3.cad96d43de986899c3d8.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/1.0e32fc29337009cd15a4.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/2.6c6095252db22878ef0b.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/10.26f8c7d5d111604dddd1.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 4 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 4 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/4.5a07e813e8033e359d20.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/5.fbbe547d9f9c1a2870d4.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 4 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/6.0fa78bc39bc1c9d2c543.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/8.36cee224107ac3983497.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/9.a23c01d2e3c6fe3de1fa.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/7.661831b830f306736fc8.jpg
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /static/media/bottom_banner.6d18b987b7c32f317a70.png
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /manifest.json
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /favicon.png
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 GET /logo192.png
 HTTP  4/16/2024 12:37:42 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:44 PM 175.213.96.31 GET /admin
 HTTP  4/16/2024 12:37:44 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:37:44 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:37:44 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:45 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:37:45 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:48 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:37:48 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET //
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 200 in 4 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/js/main.bc3733dc.js
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/css/main.e1892731.css
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/css/main.e1892731.css.map
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/js/main.bc3733dc.js.map
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 3 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/media/header_banner.b2bb6345a8b49dc26fd9.png
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /asserts/banner/main_banner1.png
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /upload/335c5100-eff8-11ee-b1ae-0718e194d4f1.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /upload/ded06af0-edad-11ee-b4de-bda933c02a20.png
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /upload/145d7da0-f008-11ee-9b34-efd46fbb721a.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /upload/65ffba00-edac-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /upload/131f39d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /upload/5e2835d0-edae-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/media/10.26f8c7d5d111604dddd1.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/media/1.0e32fc29337009cd15a4.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/media/3.cad96d43de986899c3d8.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/media/2.6c6095252db22878ef0b.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 GET /static/media/5.fbbe547d9f9c1a2870d4.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /static/media/4.5a07e813e8033e359d20.jpg
 HTTP  4/16/2024 12:37:52 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /static/media/7.661831b830f306736fc8.jpg
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /static/media/bottom_banner.6d18b987b7c32f317a70.png
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /static/media/6.0fa78bc39bc1c9d2c543.jpg
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /static/media/9.a23c01d2e3c6fe3de1fa.jpg
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /static/media/8.36cee224107ac3983497.jpg
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /manifest.json
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /favicon.png
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 GET /logo192.png
 HTTP  4/16/2024 12:37:53 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:38:16 PM 175.213.96.31 GET /upload/64c7b660-ed84-11ee-b7e6-cd2ace8e20d2.jfif
 HTTP  4/16/2024 12:38:16 PM 175.213.96.31 Returned 200 in 13 ms
 HTTP  4/16/2024 12:38:46 PM 175.213.96.31 GET /products/detail/49
 HTTP  4/16/2024 12:38:46 PM 175.213.96.31 Returned 404 in 2 ms
 HTTP  4/16/2024 12:38:46 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:38:46 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:38:47 PM 175.213.96.31 GET /products/detail/49
 HTTP  4/16/2024 12:38:47 PM 175.213.96.31 Returned 404 in 1 ms
 HTTP  4/16/2024 12:38:47 PM 175.213.96.31 GET /favicon.ico
 HTTP  4/16/2024 12:38:47 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /static/css/main.e1892731.css
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /static/js/main.bc3733dc.js
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /static/js/main.bc3733dc.js.map
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /static/css/main.e1892731.css.map
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 6 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 2 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /static/media/header_banner.b2bb6345a8b49dc26fd9.png
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /asserts/banner/main_banner1.png
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 1 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /upload/145d7da0-f008-11ee-9b34-efd46fbb721a.jpg
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 Returned 304 in 0 ms
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /upload/65ffba00-edac-11ee-b4de-bda933c02a20.jpg
 HTTP  4/16/2024 12:38:49 PM 175.213.96.31 GET /upload/335c5100-eff8-11ee-b1ae-0718e194d4f1.jpg
